udi,product_id,type,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,machine_failure,twf,hdf,pwf,osf,rnf,noise_flags,temp_difference,temp_ratio,temp_excess,power_w,power_per_tool_wear,torque_speed_product,wear_ratio,wear_level,wear_exponential,tool_wear_min_rolling_mean_5,tool_wear_min_rolling_std_5,tool_wear_min_rolling_min_5,tool_wear_min_rolling_max_5,rotational_speed_rpm_rolling_mean_5,rotational_speed_rpm_rolling_std_5,rotational_speed_rpm_rolling_min_5,rotational_speed_rpm_rolling_max_5,torque_nm_rolling_mean_5,torque_nm_rolling_std_5,torque_nm_rolling_min_5,torque_nm_rolling_max_5,process_temperature_k_rolling_mean_5,process_temperature_k_rolling_std_5,process_temperature_k_rolling_min_5,process_temperature_k_rolling_max_5,health_index,health_grade,failure_risk_score,power_anomaly_score,speed_stability,torque_variability,temp_torque_interaction,power_wear_interaction,critical_stress_indicator,product_age,udi_rank
2961,L50140,L,300.7,309.5,1467,44.3,55,0,0,0,0,0,0,0,8.800000000000011,1.0292650447979215,0.0,6805.891839812332,121.53378285379165,64988.1,0.22357723486350717,0.0,0.25054222200450504,49.4,4.277849927240989,44.0,55.0,1487.8,66.79595796154324,1404.0,1589.0,41.66,4.617683401880135,35.0,45.8,309.52,0.08366600266803599,309.4,309.6,0.22785957273987165,Good,0,0.7592571643165538,0.16922624317745005,0.7217304073346195,5.871084248929461,1521.6424783253487,0.17233861119462662,0,2673
2962,L50141,L,300.6,309.4,1654,32.8,57,0,0,0,0,0,0,0,8.799999999999955,1.0292747803417337,0.0,5681.46782841823,97.95634186927983,54251.2,0.23170731613127107,0.0,0.2607506734380798,52.0,4.123105625617133,47.0,57.0,1537.8,80.54005214798569,1467.0,1654.0,40.48,6.08415976121596,32.8,45.8,309.48,0.08366600266842156,309.4,309.6,0.22869361482330924,Good,0,0.745183672530543,0.2003720066479754,0.7033729255657388,4.346987886340521,1316.437662208949,0.1443925739309526,0,2674
2963,L50142,L,300.7,309.5,1508,39.9,59,0,0,0,0,0,0,0,8.800000000000011,1.0292650447979215,0.0,6301.231568364611,105.02052613941018,60169.2,0.23983739739903498,0.0,0.27104245870784016,54.4,3.974921382869802,49.0,59.0,1539.8,79.42102996058571,1467.0,1654.0,39.3,5.318364410229859,32.8,44.5,309.46,0.05477225577373134,309.4,309.5,0.21713425387911828,Good,0,0.6968534005514349,0.26868930315043704,0.6455809790603754,5.287951727591095,1511.2709797652076,0.15204916797599113,0,2675
2964,M17823,M,300.7,309.6,1439,43.0,61,0,0,0,0,0,0,0,8.900000000000034,1.0295976021629611,0.0,6480.081266756032,104.51743978638761,61877.0,0.24796747866679886,0.0,0.2814182580862348,56.8,3.4928498393139527,52.0,61.0,1531.4,88.85550067384831,1439.0,1654.0,39.0,4.983472684785143,32.8,44.3,309.47999999999996,0.08366600266844108,309.4,309.6,0.22564645738297415,Good,0,0.6921387420927113,0.24909898250469853,0.6455809790603718,5.763554130066978,1606.8494132734493,0.16249471448855618,0,2676
2965,L50144,L,300.7,309.5,1692,30.3,64,0,0,0,0,0,0,0,8.800000000000011,1.0292650447979215,0.0,5369.00971849866,82.600149515364,51267.6,0.2601626005684447,0.0,0.2971409853807574,59.2,3.4928498393139433,55.0,64.0,1552.0,113.94516224921644,1439.0,1692.0,38.06,6.217153689591383,30.3,44.3,309.5,0.07071067813622722,309.4,309.6,0.24678631086010494,Good,0,0.6146676396638183,0.24753001731912183,0.5940698499765898,4.015662590125568,1396.8155308418645,0.1472466839684412,0,2677
2966,M17825,M,300.7,309.5,1838,24.9,66,0,0,0,0,0,0,0,8.800000000000011,1.0292650447979215,0.0,4792.874497319034,71.53544025849305,45766.2,0.26829268183620864,0.0,0.30772983277731614,61.4,3.64691650576146,57.0,66.0,1626.2,157.30289253538936,1439.0,1838.0,34.18,7.307325091988188,24.9,43.0,309.5,0.07071067813622722,309.4,309.6,0.2615170544390319,Good,0,0.7610869229744786,-0.05523511944567838,0.7599929238289937,3.2999999503012094,1285.8931525900941,0.13929205324734675,0,2678
2967,L50146,L,300.6,309.3,1601,40.2,69,0,0,0,0,0,0,0,8.699999999999989,1.0289421123455018,0.0,6740.1348860589815,96.28764122941402,64360.200000000004,0.2804878037378545,0.0,0.3237753974521764,63.8,3.9623225512311975,59.0,69.0,1615.6,156.74597283503093,1439.0,1838.0,35.660000000000004,7.696947446877887,24.9,43.0,309.48,0.10954451151250004,309.3,309.6,0.23170694547886045,Good,0,0.7702343919743786,0.02937327506906451,0.7637639937645457,5.26716859537396,1890.5256310875777,0.17355531060192814,0,2679
2968,L50147,L,300.6,309.4,1369,51.6,71,0,0,0,0,0,0,0,8.799999999999955,1.0292747803417337,0.0,7397.830093833781,102.74764019213585,70640.40000000001,0.28861788500561836,0.0,0.3345816674173683,66.2,3.9623225512311877,61.0,71.0,1587.8,189.5038258189007,1369.0,1838.0,38.0,10.555804090641308,24.9,51.6,309.46,0.11401754252105707,309.3,309.6,0.27740447911242844,Good,0,0.8027785481538727,-0.08657105107410801,0.8609487120253623,6.838554113877161,2135.146075313221,0.2280594585764947,0,2680
2969,M17828,M,300.6,309.4,1312,45.2,73,0,0,0,0,0,0,0,8.799999999999955,1.0292747803417337,0.0,6210.455764075067,83.92507789290632,59302.4,0.29674796627338224,0.0,0.34547615134301424,68.6,3.646916505761422,64.0,73.0,1562.4,220.4230024294204,1312.0,1838.0,38.440000000000005,10.857854299998674,24.9,51.6,309.41999999999996,0.08366600266891287,309.3,309.5,0.2515127903381874,Good,0,0.7670937965259073,-0.24242360837839816,0.8675221878966233,5.990361355566816,1842.9401176200804,0.1735856481219779,0,2681
2970,L50149,L,300.6,309.4,1468,44.1,76,0,0,0,0,0,0,0,8.799999999999955,1.0292747803417337,0.0,6779.783847184987,88.0491408725323,64738.8,0.3089430881750281,0.0,0.36198485525397905,71.0,3.8078865529312917,66.0,76.0,1517.6,210.0149994643246,1312.0,1838.0,41.2,9.99074571791312,24.9,51.6,309.4,0.07071067813718739,309.3,309.5,0.25237785741092705,Good,0,0.7801046797423316,-0.25052849409030387,0.8726851352029361,5.844578225232225,2094.5673589085027,0.19015045290014673,0,2682
2971,M17830,M,300.6,309.4,1452,39.4,78,0,0,0,0,0,0,0,8.799999999999955,1.0292747803417337,0.0,5991.203083109919,75.83801371025214,57208.799999999996,0.317073169442792,0.0,0.3731030374340565,73.4,3.6469165057613826,69.0,78.0,1440.4,109.85581459349457,1312.0,1601.0,44.1,4.867237409455077,39.4,51.6,309.38,0.04472135957959939,309.3,309.4,0.25636254504928613,Good,0,0.758321568070563,-0.25655933483079973,0.8542707259721248,5.221686668348065,1899.6497503370892,0.17068638585385826,0,2683
2972,M17831,M,300.7,309.5,1393,43.9,81,0,0,0,0,0,0,0,8.800000000000011,1.0292650447979215,0.0,6404.228803619303,78.10035126365004,61152.7,0.32926829134443786,0.0,0.3899507173142378,75.8,3.962322551231118,71.0,81.0,1398.8,63.393217302801865,1312.0,1468.0,44.839999999999996,4.383263624287146,39.4,51.6,309.41999999999996,0.04472135957896386,309.4,309.5,0.2490475647486314,Good,0,0.740180853320488,-0.251987293033181,0.8309460557404326,5.818072201535064,2108.7094755465614,0.17724720933657842,0,2684
2973,M17832,M,300.6,309.4,1432,44.2,84,0,0,0,0,0,0,0,8.799999999999955,1.0292747803417337,0.0,6628.518766756032,77.98257372654156,63294.4,0.3414634132460837,0.0,0.4070051146144573,78.4,4.277849927240848,73.0,84.0,1411.4,62.23985861166667,1312.0,1468.0,43.36,2.2700220263246447,39.4,45.2,309.41999999999996,0.04472135957896386,309.4,309.5,0.25874306344307274,Good,0,0.7501217756361248,-0.2656199523275833,0.8416742439348868,5.857831237080824,2263.396642862236,0.19059674220703712,0,2685
2974,M17833,M,300.6,309.3,1510,46.0,87,0,0,0,0,0,0,0,8.699999999999989,1.0289421123455018,0.0,7274.212466487936,82.66150530099927,69460.0,0.35365853514772955,0.0,0.42426876571313943,81.2,4.438468204233797,76.0,87.0,1451.0,43.289721643829665,1393.0,1510.0,43.519999999999996,2.452957398733013,39.4,46.0,309.4,0.07071067813718288,309.3,309.5,0.28093624673436923,Good,0,0.8136781520940835,-0.2547071934449088,0.8587218439220108,6.027108342965228,2572.587325251476,0.22710360336211766,0,2686
2975,M17834,M,300.6,309.4,1521,37.2,90,0,0,0,0,0,0,0,8.799999999999955,1.0292747803417337,0.0,5925.477546916891,65.11513787820759,56581.200000000004,0.3658536570493754,0.0,0.4417442381095278,84.0,4.743416490251961,78.0,90.0,1461.6,53.72429617966397,1393.0,1521.0,42.14,3.6794021253457965,37.2,46.0,309.4,0.07071067813718288,309.3,309.5,0.2687256462232384,Good,0,0.7548448239685102,-0.15055432765806098,0.774461585339177,4.930120407678884,2167.8576303035065,0.17695495984961618,0,2687
2976,H32389,H,300.5,309.4,1360,46.2,93,0,0,0,0,0,0,0,8.899999999999977,1.0296173010661653,0.0,6580.093833780162,70.00099823170385,62832.00000000001,0.37804877895102124,0.0,0.45943413080553164,87.0,4.74341649025194,81.0,93.0,1443.2,70.85689804105355,1360.0,1521.0,43.5,3.6701498607003806,37.2,46.2,309.4,0.07071067813718288,309.3,309.5,0.27412701184673544,Good,0,0.492103256712369,0.3201081610595402,0.4436869984212458,6.19246978625797,2487.596439243734,0.20045375035326335,0,2688
2977,M17836,M,300.5,309.3,1881,25.5,98,0,0,0,0,0,0,0,8.800000000000011,1.0292845223651097,0.0,5023.196632037533,50.739359919571044,47965.5,0.39837398212043096,0.0,0.489400935084372,90.4,5.412947441089174,84.0,98.0,1540.8,200.99925372995855,1360.0,1881.0,39.82000000000001,8.803522022463477,25.5,46.2,309.36,0.05477225577497415,309.3,309.4,0.2885141291554255,Good,0,0.6950543179366437,-0.2417669327110541,0.7695506096295467,3.379518021392805,2001.1108452787294,0.1610562312860148,0,2689
2978,L50157,L,300.4,309.3,1413,50.3,101,0,0,0,0,0,0,0,8.900000000000034,1.029627160354104,0.0,7443.228468498659,72.97282812253587,71073.9,0.4105691040220768,1.0,0.5076755652348055,93.8,5.718391382197764,87.0,101.0,1537.0,203.73144087253755,1360.0,1881.0,41.04,9.914786936692048,25.5,50.3,309.34000000000003,0.054772255775233605,309.3,309.4,0.31392802510046475,Good,0,0.7023172265939618,-0.22220959973951815,0.7499879693622151,6.742017970752766,3055.9596433431093,0.2596699563244595,0,2690
2979,H32392,H,300.5,309.4,1642,36.2,103,0,0,0,0,0,0,0,8.899999999999977,1.0296173010661653,0.0,6224.9078418230565,59.85488309445247,59440.4,0.41869918528984074,1.0,0.5199830527505942,97.0,5.431390245599505,90.0,103.0,1563.4,207.86846802726058,1360.0,1881.0,39.08,9.654377245581378,25.5,50.3,309.36,0.05477225577497415,309.3,309.4,0.26562492303125346,Good,0,0.7018345879401771,-0.19694106307943282,0.7663957080962732,4.852108360661006,2606.3638418756545,0.18375197469120577,0,2691
2980,L50159,L,300.5,309.5,1542,38.5,108,0,0,0,0,0,0,0,9.0,1.029950079767221,0.0,6217.221012064343,57.03872488132425,59367.0,0.43902438845925046,1.0,0.5511931181365466,100.6,5.594640292279141,93.0,108.0,1567.6,207.00797086102807,1360.0,1881.0,39.339999999999996,9.608485832845853,25.5,50.3,309.38,0.0836660026692547,309.3,309.5,0.2802907222575749,Good,0,0.6928653634836945,-0.1944725380328418,0.7636976322260957,5.218373415385942,2729.5116527375503,0.19365793470878545,0,2692
2981,L50160,L,300.4,309.5,1447,39.3,110,0,0,0,0,0,0,0,9.100000000000023,1.0302929393132725,0.0,5955.418481903485,53.652418755887254,56867.1,0.44715446972701434,1.0,0.5638558490159646,104.0,4.949747468305128,98.0,110.0,1585.0,187.9773922576868,1413.0,1881.0,37.96,8.841832389273144,25.5,50.3,309.4,0.10000000001312409,309.3,309.5,0.30088763905635973,Good,0,0.6951558535734965,-0.19630632583128205,0.7639363344645105,5.385993894789261,2662.9919932780135,0.19913467891670292,0,2693
2982,H32395,H,300.4,309.4,1530,40.4,112,0,0,0,0,0,0,0,9.0,1.0299600498336883,0.0,6473.2741286863275,57.28561175828608,61812.0,0.45528455099477827,1.0,0.5766219485549324,106.8,4.6583258795400795,101.0,112.0,1514.8,89.59743299894397,1413.0,1642.0,40.94,5.454631059934236,36.2,50.3,309.41999999999996,0.0836660026689341,309.3,309.5,0.28243933164823953,Good,0,0.6959089299054122,-0.14935855652742958,0.7542551565092606,5.475903531989404,2947.181705145069,0.20317929128541448,0,2694
2983,L50162,L,300.5,309.5,1795,27.7,117,0,0,0,0,0,0,0,9.0,1.029950079767221,0.0,5207.094085120643,44.127915975598675,49721.5,0.475609754164188,1.0,0.6089949898294928,110.0,5.147815070492786,103.0,117.0,1591.2,133.29928731992626,1447.0,1795.0,36.42,5.112435818668023,27.7,40.4,309.46,0.054772255773752776,309.4,309.5,0.31302622377080563,Good,0,0.7792576079697147,-0.28552268070478215,0.8517683416794152,3.75451801574521,2476.5447377340265,0.18113668446385808,0,2695
2984,L50163,L,300.6,309.6,1290,57.4,119,0,0,0,0,0,0,0,9.0,1.029940116334198,0.0,7754.482238605899,64.62068532171583,74046.0,0.48373983543195187,1.0,0.6221295701111655,113.2,4.658325879540039,108.0,119.0,1520.8,183.32675745782512,1290.0,1795.0,40.660000000000004,10.662691967791217,27.7,57.4,309.5,0.0707106781362594,309.4,309.6,0.35793648932018574,Good,0,0.8618234866181018,-0.4518893065118301,1.0477064973602421,7.780120364757224,3751.1519619632113,0.30845303437659993,0,2696
2985,L50164,L,300.6,309.7,1639,30.4,121,0,0,0,0,0,0,0,9.099999999999966,1.0302727843304298,0.0,5217.995978552279,42.77045884059245,49825.6,0.4918699166997158,1.0,0.6353713708629245,115.8,4.658325879540023,110.0,121.0,1540.2,191.09866561543606,1290.0,1795.0,39.04,11.643152494062743,27.7,57.4,309.54,0.11401754252059093,309.4,309.7,0.32967517925374384,Good,0,0.9217265150431818,-0.46936646817230754,1.095570741741208,4.166264997495993,2566.5752473099615,0.191170228053197,0,2697
2986,L50165,L,300.7,309.8,1596,31.5,123,0,0,0,0,0,0,0,9.100000000000023,1.0302627168930405,0.0,5264.9547587131365,42.45931257026723,50274.0,0.4999999979674797,1.0,0.6487212673490688,118.4,4.219004621944871,112.0,123.0,1570.0,184.43291463293704,1290.0,1795.0,37.48,12.112679307238329,27.7,57.4,309.6,0.15811388301587498,309.4,309.8,0.33329480776529286,Good,0,0.9564972214438702,-0.37083594097241224,1.088571361873325,4.317018007273836,2632.477368655441,0.19500846281390627,0,2698
2987,L50166,L,300.6,309.8,1455,48.0,125,0,0,0,0,0,0,0,9.199999999999989,1.030605452326662,0.0,7314.0080428954425,58.04768288012256,69840.0,0.5081300792352436,1.0,0.6621801419788724,121.0,3.162277660167119,117.0,125.0,1555.0,191.41708387706737,1290.0,1795.0,39.0,13.014030889774293,27.7,57.4,309.68,0.13038404811268292,309.5,309.8,0.3389440876668457,Good,0,0.9499982678607556,-0.11140886966665686,1.0299911016368162,6.650602309478872,3716.4674863636697,0.27549502684501453,0,2699
2988,M17847,M,300.6,309.8,1659,28.9,127,0,0,0,0,0,0,0,9.199999999999989,1.030605452326662,0.0,5021.060237935657,39.22703310887232,47945.1,0.5162601605030075,1.0,0.6757488843649115,123.0,3.162277660167099,119.0,127.0,1527.8,154.98290228280098,1290.0,1659.0,39.239999999999995,12.76217066176438,28.9,57.4,309.74,0.089442719112139,309.6,309.8,0.34454250178362367,Good,0,0.9367553205701395,-0.09452119351820354,1.0106639326957323,4.004216807165404,2592.173364331931,0.1922509531854135,0,2700
2989,M17848,M,300.6,309.8,1532,42.5,130,0,0,0,0,0,0,0,9.199999999999989,1.030605452326662,0.0,6818.6578418230565,52.05082322002333,65110.0,0.5284552824046533,1.0,0.696309963900581,125.2,3.4928498393134193,121.0,130.0,1576.2,83.4188228159583,1455.0,1659.0,36.260000000000005,8.484279580494727,28.9,48.0,309.78000000000003,0.04472135957372467,309.7,309.8,0.32026096563638623,Good,0,0.9666332502364473,-0.07186540583256185,1.0205042191826514,5.888554128184419,3603.3557554213075,0.2426795462146564,0,2701
2990,L50169,L,300.6,309.8,1502,42.4,133,0,0,0,0,0,0,0,9.199999999999989,1.030605452326662,0.0,6669.403485254691,49.771667800408146,63684.799999999996,0.5406504043062992,1.0,0.7171233234739198,127.6,3.974921382869308,123.0,133.0,1548.8,80.06684707168283,1455.0,1659.0,38.660000000000004,8.100802429389299,28.9,48.0,309.8,1.4472267362975803e-06,309.8,309.8,0.32018621384613427,Good,0,0.9820529346899347,-0.07802876526016123,1.0294950820031263,5.874698706706337,3605.8156907847897,0.2373121030429898,0,2702
2991,L50170,L,300.6,309.8,1688,28.6,135,0,0,0,0,0,0,0,9.199999999999989,1.030605452326662,0.0,5055.797587131367,37.17498225831888,48276.8,0.5487804855740631,1.0,0.7311405791448595,130.0,4.12310562561663,125.0,135.0,1567.2,101.3641948618951,1455.0,1688.0,38.08,8.814022918055047,28.6,48.0,309.8,1.4472267362975803e-06,309.8,309.8,0.35090465139848726,Good,0,1.0437103809198756,-0.09445293919726927,1.0875792722144952,3.9626505427311614,2774.5230548301283,0.1971555787692784,0,2703
2992,M17851,M,300.5,309.7,1341,50.9,137,0,0,0,0,0,0,0,9.199999999999989,1.0306156371693322,0.0,7148.217577077748,51.79867809476629,68256.9,0.5569105668418269,1.0,0.7452722607593865,132.4,3.974921382869269,127.0,137.0,1544.4,138.81390420271396,1341.0,1688.0,38.660000000000004,9.682613283613033,28.6,50.9,309.78,0.04472135957375327,309.7,309.8,0.3550928207372296,Good,0,1.0931103795784178,-0.2303701685296835,1.1772343030273786,7.052409532343221,3980.917902759079,0.2820784587893019,0,2704
2993,M17852,M,300.5,309.7,1685,29.4,140,0,0,0,0,0,0,0,9.199999999999989,1.0306156371693322,0.0,5187.981735924933,36.794196708687466,49539.0,0.5691056887434728,1.0,0.7666863772178147,135.0,3.8078865529307784,130.0,140.0,1549.6,144.54860774148,1341.0,1688.0,38.760000000000005,9.558399447606254,28.6,50.9,309.76,0.05477225577019757,309.7,309.8,0.352041941775661,Good,0,1.0949688675329743,-0.10571047848172777,1.1573627264955229,4.07349391455581,2952.5099190121164,0.2029659161688415,0,2705
2994,M17853,M,300.5,309.8,1370,55.9,143,0,0,0,0,0,0,0,9.300000000000011,1.030948415870388,0.0,8020.170073726542,55.695625511989874,76583.0,0.5813008106451186,1.0,0.7883632402940663,137.6,3.974921382869191,133.0,143.0,1517.2,166.0382486055555,1341.0,1688.0,41.44,12.342325550721766,28.6,55.9,309.76,0.05477225577019757,309.7,309.8,0.39573395841779657,Good,0,1.1410402429314521,0.0037457698755599678,1.1267154016062566,7.829367351967368,4662.131365368959,0.352709505724891,0,2706
2995,L50174,L,300.5,309.8,1461,52.5,146,0,0,0,0,0,0,0,9.300000000000011,1.030948415870388,0.0,8032.684735254692,54.64411384527001,76702.5,0.5934959325467645,1.0,0.8103060738328094,140.2,4.43846820423335,135.0,146.0,1509.0,167.97767708835676,1341.0,1688.0,43.459999999999994,13.326027164913,28.6,55.9,309.76000000000005,0.05477225577019757,309.7,309.8,0.39349608024895205,Good,0,1.2245102898850528,0.018592689819916908,1.1646783355342267,7.353162539862018,4767.365717804143,0.35126218618251365,0,2707
2996,L50175,L,300.5,309.8,1550,37.4,148,0,0,0,0,0,0,0,9.300000000000011,1.030948415870388,0.0,6070.91990616622,40.74442890044443,57970.0,0.6016260138145284,1.0,0.8250840008067628,142.8,4.438468204233318,137.0,148.0,1481.4,140.26510613834168,1341.0,1685.0,45.22,11.299867255857441,29.4,55.9,309.76,0.05477225577019757,309.7,309.8,0.3379828322265209,Good,0,1.161971659909024,0.03340747636418617,1.117682716845432,5.238252933158847,3652.4233433340537,0.22802339701892144,0,2708
2997,M17856,M,300.5,309.8,1508,37.8,150,0,0,0,0,0,0,0,9.300000000000011,1.030948415870388,0.0,5969.587801608579,39.53369405038794,57002.399999999994,0.6097560950822923,1.0,0.8399825632515927,145.4,3.974921382869083,140.0,150.0,1514.8,116.31293995080794,1370.0,1685.0,42.6,11.171615818671858,29.4,55.9,309.78000000000003,0.04472135957375327,309.7,309.8,0.3473331475997779,Good,0,1.139022381441783,0.05040478664290249,1.0963346853961589,5.2942770287006535,3639.992547159733,0.23042035608743436,0,2709
2998,L50177,L,300.5,309.8,1345,62.7,153,0,0,0,0,0,0,0,9.300000000000011,1.030948415870388,0.0,8831.633294235926,57.34826814438913,84331.5,0.6219512169839382,1.0,0.8625587548159981,148.0,3.8078865529305843,143.0,153.0,1446.8,87.83336495888253,1345.0,1550.0,49.260000000000005,11.260683815825706,37.4,62.7,309.8,1.4472267362975833e-06,309.8,309.8,0.4414263910964411,Fair,0,1.2589068942645814,0.02416517707242094,1.229486081595757,8.781776976178067,5492.845075305901,0.43324103984821066,0,2710
2999,L50178,L,300.5,309.7,1616,34.5,155,0,0,0,0,0,0,0,9.199999999999989,1.0306156371693322,0.0,5838.639410187668,37.427175706331205,55752.0,0.630081298251702,1.0,0.8777632319269277,150.4,3.646916505760626,146.0,155.0,1496.0,101.84056166380984,1345.0,1616.0,44.980000000000004,12.138657256879739,34.5,62.7,309.78000000000003,0.04472135957375327,309.7,309.8,0.3497242175524488,Good,0,1.2935972973949599,-0.016648536015653415,1.2725041885635133,4.78012040993794,3678.8174995945974,0.22691731114863375,0,2711
3000,L50179,L,300.5,309.7,1395,61.0,157,0,0,0,0,0,0,0,9.199999999999989,1.0306156371693322,0.0,8911.590985254692,56.40247459021957,85095.0,0.6382113795194659,1.0,0.8930918265313965,152.6,3.6469165057605926,148.0,157.0,1482.8,111.3449594728035,1345.0,1616.0,46.68,13.919662352226762,34.5,62.7,309.76,0.05477225577019757,309.7,309.8,0.44467346338368907,Fair,0,1.4745181006352304,-0.0535132155614888,1.4104919945368324,8.4518071016294,5687.478776412634,0.4403791264761166,0,2712
3002,L50181,L,300.5,309.8,1445,43.9,164,0,0,0,0,0,0,0,9.300000000000011,1.030948415870388,0.0,6643.295492627346,40.262396925014215,63435.5,0.6666666639566395,1.0,0.9477340357762638,155.8,5.263078946775233,150.0,164.0,1461.8,105.23640054658013,1345.0,1616.0,47.980000000000004,13.116668784413175,34.5,62.7,309.76,0.05477225577019757,309.7,309.8,0.3622197958574329,Good,0,1.3302406934303344,0.0845729729351904,1.2662460187384155,6.148644485713192,4428.863643748053,0.26741515674303795,0,2713
3003,M17862,M,300.5,309.8,1555,38.9,166,0,0,0,0,0,0,0,9.300000000000011,1.030948415870388,0.0,6334.7750502680965,37.93278473214429,60489.5,0.6747967452244035,1.0,0.9636338174548635,159.0,5.7008771254946655,153.0,166.0,1471.2,112.25952075436741,1345.0,1616.0,48.2,12.91084815184498,34.5,62.7,309.76,0.05477225577019757,309.7,309.8,0.3492616542830414,Good,0,1.3495280905480194,0.1404885871742555,1.2798955397094611,5.44834329144062,4274.685585649669,0.24587386687841034,0,2714
3004,M17863,M,300.6,309.9,1449,42.4,169,0,0,0,0,0,0,0,9.299999999999955,1.0309381203228936,0.0,6434.065013404826,37.8474412553225,61437.6,0.6869918671260493,1.0,0.9877271833978887,162.2,5.974947698514853,155.0,169.0,1492.0,90.57041459549717,1395.0,1616.0,44.14,10.096187399211605,34.5,61.0,309.78000000000003,0.08366600266608523,309.7,309.9,0.3598519496938553,Good,0,1.2148923520982253,0.31810848362288613,1.1361021560878002,5.938554127431384,4420.15033676937,0.2572998731973913,0,2715
3005,M17864,M,300.5,309.9,1466,53.2,172,0,0,0,0,0,0,0,9.399999999999977,1.0312811945714435,0.0,8167.644101876675,47.211815617784254,77991.2,0.6991869890276952,1.0,1.01211616977549,165.6,5.683308895352033,157.0,172.0,1462.0,58.33523806414308,1395.0,1555.0,47.88,9.040851729787356,38.9,61.0,309.82,0.08366600266569287,309.7,309.9,0.4313818782251093,Fair,0,1.2281305443859476,0.37387893090485214,1.1108398586579358,7.531325187781229,5710.710487040966,0.39155156998945756,0,2716
3006,L50185,L,300.5,309.9,1503,37.4,175,0,0,0,0,0,0,0,9.399999999999977,1.0312811945714435,0.0,5886.833947721179,33.4479201575067,56212.2,0.711382110929341,1.0,1.0368044037870194,169.2,4.438468204232978,164.0,175.0,1483.6,46.01956105831788,1445.0,1555.0,43.160000000000004,6.189749591057728,37.4,53.2,309.86,0.0547722557687148,309.8,309.9,0.38265900566954475,Good,0,1.2391382816196612,0.3734709211866374,1.1237385420188715,5.294578233515375,4187.788360420398,0.250336393666294,0,2717
3007,L50186,L,300.4,309.7,1488,35.7,177,0,0,0,0,0,0,0,9.300000000000011,1.0309587182724411,0.0,5563.1702412868635,31.253765400487996,53121.600000000006,0.7195121921971049,1.0,1.0534312864862878,171.8,4.4384682042329455,166.0,177.0,1492.2,40.7148621513109,1449.0,1555.0,41.519999999999996,6.980472763359184,35.7,53.2,309.84,0.08944271911131121,309.7,309.9,0.3975617809969877,Good,0,1.287210614096718,0.40005936780431717,1.140118712566783,5.0001505271061735,4002.7688158740084,0.24578605833716902,0,2718
3008,L50187,L,300.4,309.7,1314,50.2,179,0,0,0,0,0,0,0,9.300000000000011,1.0309587182724411,0.0,6907.967493297588,38.3775971849866,65962.8,0.7276422734648688,1.0,1.0701938980890193,174.4,3.9749213828686676,169.0,179.0,1444.0,75.54137938904908,1314.0,1503.0,43.779999999999994,7.711160742715668,35.7,53.2,309.82,0.10954451151042147,309.7,309.9,0.4000589352420033,Fair,0,1.2485114546746743,0.28753405515266783,1.1203320188551298,7.031023990496635,5026.529171844467,0.3071174740421999,0,2719
3009,M17868,M,300.4,309.7,1547,38.0,181,0,0,0,0,0,0,0,9.300000000000011,1.0309587182724411,0.0,6156.375670241287,33.826239946380696,58786.0,0.7357723547326327,1.0,1.0870933465801302,176.8,3.492849839312637,172.0,181.0,1463.6,88.72598266573469,1314.0,1547.0,42.9,8.146778504415062,35.7,53.2,309.78,0.10954451151070427,309.7,309.9,0.37509439101756586,Good,0,1.0739141049582217,0.33041818003719503,0.9440832881421655,5.322289076471557,4529.691023512121,0.25662322019205897,0,2720
3010,M17869,M,300.4,309.7,1466,39.8,184,0,0,0,0,0,0,0,9.300000000000011,1.0309587182724411,0.0,6110.380361930294,33.02908303746105,58346.799999999996,0.7479674766342785,1.0,1.112701534476173,179.2,3.492849839312599,175.0,184.0,1463.6,88.72598266573469,1314.0,1547.0,40.22,5.768188623822861,35.7,50.2,309.74,0.0894427191121771,309.7,309.9,0.38623638862447,Good,0,1.0531837957987689,0.4477774802269753,0.8937045305891455,5.5743975064096825,4570.365780588652,0.26227186237028455,0,2721
3011,L50190,L,300.3,309.6,1537,37.1,187,0,0,0,0,0,0,0,9.300000000000011,1.0309690275359007,0.0,5971.713723190349,31.764434697821006,57022.700000000004,0.7601625985359244,1.0,1.138623929347382,181.6,3.974921382868568,177.0,187.0,1470.4,93.66589560774108,1314.0,1547.0,40.16,5.8062896930827925,35.7,50.2,309.67999999999995,0.04472135957534999,309.6,309.7,0.39033684883698144,Good,0,0.7286394257906064,0.45459942527665054,0.6394425569233945,5.196234861502493,4539.473421533015,0.25904117356312195,0,2722
3012,M17871,M,300.2,309.5,1434,51.5,189,0,0,0,0,0,0,0,9.300000000000011,1.0309793436676238,0.0,7734.060824396783,40.705583286298854,73851.0,0.7682926798036883,1.0,1.156081987246802,184.0,4.123105625615898,179.0,189.0,1459.6,94.24064940353631,1314.0,1547.0,43.32,6.957513923809226,37.1,51.5,309.64,0.08944271911300687,309.5,309.7,0.43614823191127006,Fair,0,0.840358617013073,0.44958434486136256,0.7225935476329846,7.213102301007504,5942.022316540527,0.37486247363833497,0,2723
